"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"137279",6.94382560813446e-06,8.80702659810103e-06,0,0,0,0,0,0,9.99799040392881e-07,0,1.88893800127692e-06,4.92889251071213e-06,0.000122457927566564,0.00030587383828395,0.000454306585150413,9.54865421267526e-06,0,0,0,0,0,0,0,8.22275779784679e-07,0,9.27436445099008e-07
"240233",0,1.14491345775313e-05,1.43367325726263e-06,0,0,0,0,4.29421837173975e-05,0,0,0,2.46444625535606e-06,5.99444400675488e-06,1.39997734582113e-05,1.76544009773476e-05,1.90973084253505e-06,6.76148522784515e-07,0,0,0,3.57520807711009e-06,0,0,8.22275779784679e-07,1.02978869765713e-06,0
"74988",1.15730426802241e-06,4.40351329905051e-06,4.30101977178789e-06,6.47898767113436e-07,0,0,2.30471036704817e-06,0,9.99799040392881e-07,0,0,2.46444625535606e-06,1.71269828764425e-06,1.69694223735895e-06,4.11936022804778e-06,0,4.7330396594916e-06,0,0,0,3.57520807711009e-06,0,0,8.22275779784679e-07,2.05957739531426e-06,0
"168285",8.56405158336583e-05,4.93193489493658e-05,0,0,0,2.78186170530904e-06,2.30471036704817e-06,5.36777296467469e-06,9.99799040392881e-07,1.996266980746e-05,1.27503315086192e-05,0.000545464104518809,5.56626943484382e-05,0.000133209965632677,0.000204791051337233,1.33681158977454e-05,1.35229704556903e-06,6.05050721401975e-07,0.000289667393675027,6.69200163852646e-05,0.000160884363469954,1.06670535251412e-06,0,8.22275779784679e-07,0,9.27436445099008e-07
"535635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"553029",3.47191280406723e-06,4.40351329905051e-06,1.43367325726263e-06,0,0,0,0,0,0,0,2.36117250159615e-06,4.92889251071213e-06,2.56904743146638e-06,8.90894674613447e-06,1.35350407492999e-05,0,6.76148522784515e-07,0,6.81570338058888e-05,2.02787928440196e-06,7.15041615422018e-06,0,0,0,0,0
"257017",0,8.80702659810103e-07,0,0,0,0,0,0,0,0,4.7223450031923e-07,0,0,2.54541335603842e-06,2.94240016289127e-06,0,0,0,0,2.02787928440196e-06,0,0,0,0,0,0
"551992",4.62921707208964e-06,7.92632393829093e-06,7.16836628631315e-06,6.47898767113436e-07,0,1.39093085265452e-06,0,0,9.99799040392881e-07,0,8.02798650542692e-06,0.00017497568413028,6.85079315057701e-06,1.18785956615126e-05,1.76544009773476e-05,5.72919252760516e-06,2.02844556835354e-06,1.21010144280395e-06,0,2.02787928440196e-06,1.43008323084404e-05,0,0,0,1.02978869765713e-06,9.27436445099008e-07
"243280",0,0,0,0,0,0,0,0,0,0,4.7223450031923e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184153",0,1.76140531962021e-06,1.43367325726263e-06,0,0,0,0,0,0,0,0,3.28592834047475e-06,8.56349143822126e-07,8.48471118679473e-07,4.11936022804778e-06,3.81946168507011e-06,0,0,0,0,0,0,0,0,0,0
"158398",0,8.80702659810103e-07,0,0,0,0,2.30471036704817e-06,0,0,0,0,8.21482085118688e-07,8.56349143822126e-07,1.69694223735895e-06,3.53088019546953e-06,1.90973084253505e-06,6.76148522784515e-07,1.81515216420593e-06,0,0,0,0,0,0,0,0
"265614",0,4.40351329905051e-06,7.16836628631315e-06,0,0,0,0,0,0,0,0,8.21482085118688e-07,8.56349143822126e-07,4.24235559339737e-06,0,0,0,0,0,0,0,0,0,0,0,0
"138290",0,8.80702659810103e-07,4.30101977178789e-06,0,0,0,0,0,0,0,0,0,0,0,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"592669",2.31460853604482e-06,2.02561611756324e-05,0,0,0,0,0,0,0,2.99440047111901e-05,9.44469000638461e-07,5.75037459583081e-06,0.000118176181847453,0.00025708674895988,0.000451364184987521,5.72919252760516e-06,6.76148522784515e-07,1.21010144280395e-06,1.70392584514722e-05,0,3.57520807711009e-06,0,0,0,0,9.27436445099008e-07
"49524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88480032578255e-07,0,0,0,5.11177753544166e-05,2.02787928440196e-06,3.57520807711009e-06,0,0,0,0,0
"69916",1.15730426802241e-06,0,1.43367325726263e-06,0,0,0,0,0,0,0,0,0,1.71269828764425e-06,5.93929783075631e-06,7.06176039093906e-06,0,0,0,0,0,0,0,0,0,0,0
"6540",0.000126146165214443,6.16491861867072e-06,5.01785640041921e-05,0,0,0,0,0,0,0,4.7223450031923e-07,0,8.56349143822126e-07,1.69694223735895e-06,1.76544009773476e-06,0,6.76148522784515e-07,0,0,4.05575856880392e-06,0,0,0,0,0,0
"74365",0,8.80702659810103e-07,0,0,0,0,0,0,0,0,4.7223450031923e-07,0,0,0,0,0,6.76148522784515e-07,0,0,0,0,0,0,0,0,0
"146324",0,0,0,0,0,0,0,0,0,0,0,1.64296417023738e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19636",0,8.80702659810103e-07,2.86734651452526e-06,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,0,1.90973084253505e-06,0,0,0,0,0,0,0,0,0,0
"311145",0,8.80702659810103e-07,4.30101977178789e-06,0,0,0,0,0,0,0,0,0,0,8.48471118679473e-07,0,0,0,0,0,0,0,0,0,0,0,0
"542891",0,0,0,0,0,0,0,0,0,0,0,0,0,8.48471118679473e-07,0,0,0,0,0,0,0,0,0,0,0,0
"6539",1.15730426802241e-06,1.76140531962021e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57520807711009e-06,0,0,0,0,0
"49602",3.47191280406723e-06,1.76140531962021e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17356",5.78652134011205e-06,8.80702659810103e-07,0.00016343875132794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57520807711009e-06,0,0,0,0,9.27436445099008e-07
"69852",1.15730426802241e-06,0,2.00714256016768e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02787928440196e-06,0,0,0,0,0,0
"29792",0,3.52281063924041e-06,6.73826430913436e-05,0,0,0,0,0,4.9989952019644e-07,0,0,0,0,1.27270667801921e-06,1.76544009773476e-06,0,0,0,0,0,0,0,0,0,0,0
"82677",1.15730426802241e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"40104",0,0,1.57704058298889e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141903",2.43033896284706e-05,6.16491861867072e-06,0,0,0,1.25183776738907e-05,3.68753658727708e-05,6.97810485407709e-05,0,3.99253396149201e-05,8.50022100574615e-06,8.21482085118688e-07,4.28174571911063e-06,3.81812003405763e-06,1.17696006515651e-05,3.81946168507011e-06,2.02844556835354e-06,1.21010144280395e-06,0.000187431842966194,1.41951549908137e-05,7.50793696193118e-05,0,0,0,0,0
"145637",1.15730426802241e-06,5.02000516091759e-05,0,0,0,0,0,0,0,0,4.7223450031923e-07,8.21482085118688e-07,8.56349143822126e-07,4.6665911527371e-06,2.35392013031302e-06,0,0,0,0.000289667393675027,3.24460685504313e-05,0.000264565397706147,1.06670535251412e-06,8.25715420483192e-07,0,0,0
"105991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63030432841185e-06,0,0,0,0,0,0,0,0
"512437",0,0,0,0,0,0,0,0,0,0,4.7223450031923e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137480",0,4.40351329905051e-06,0,6.47898767113436e-07,0,0,2.30471036704817e-06,0,0,0,6.61128300446923e-06,1.15007491916616e-05,0.000156711893319449,0.000243086975501669,0.000538459229809103,9.54865421267526e-06,1.35229704556903e-06,6.05050721401975e-07,0,0,0,0,8.25715420483192e-07,1.64455155956936e-06,0,0
"540799",0,0,0,0,0,0,0,0,0,0,4.7223450031923e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520149",0,0,0,0,0,0,0,0,0,0,0,0,4.28174571911063e-06,7.63624006811526e-06,8.23872045609556e-06,0,0,0,0,0,0,0,0,0,0,0
"27004",0,0,0,0,0,0,0,0,0,0,4.7223450031923e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546063",0,0,0,0,0,1.39093085265452e-06,0,0,0,0,0,1.64296417023738e-06,5.13809486293276e-06,1.56967156955703e-05,2.11852811728172e-05,0,0,0,0,0,0,0,0,0,0,0
"576649",1.15730426802241e-06,4.40351329905051e-06,0,0,0,0,0,0,0,0,3.30564150223461e-06,2.46444625535606e-06,6.85079315057701e-06,7.21200450877552e-06,1.23580806841433e-05,0,6.76148522784515e-07,0,0,0,0,0,0,0,0,0
"562874",0,8.80702659810103e-07,0,0,0,0,4.60942073409635e-06,0,0,0,1.41670350095769e-06,0,9.41984058204339e-06,6.78776894943579e-06,1.23580806841433e-05,0,0,0,0,0,0,0,0,0,0,0
"576266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57520807711009e-06,0,0,0,0,0
"589210",0,8.80702659810103e-07,0,0,0,0,0,0,0,0,2.36117250159615e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346755",0,0,0,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,0,1.76544009773476e-06,0,0,0,0,0,0,0,0,0,0,0
"198458",0,6.16491861867072e-06,0,0,0,0,0,0,0,0,9.44469000638461e-07,6.5718566809495e-06,9.41984058204339e-06,1.01816534241537e-05,8.82720048867382e-06,0,2.77220894341651e-05,0,0,0,0,0,0,8.22275779784679e-07,0,0
"540849",3.47191280406723e-06,4.40351329905051e-06,0,0,0,0,0,0,0,0,0,0,2.56904743146638e-06,0,0,0,0,0,0,0,7.15041615422018e-06,0,0,0,0,0
"528137",6.94382560813446e-06,1.6733350536392e-05,1.43367325726263e-06,0,0,0,0,0,0,9.98133490373002e-06,5.19457950351154e-06,8.21482085118688e-07,2.31214268831974e-05,3.47873158658584e-05,7.88563243654861e-05,0,0,1.21010144280395e-06,0,0,0,0,0,0,0,0
"356589",1.15730426802241e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88480032578255e-07,0,6.76148522784515e-07,0,0,0,0,0,0,0,0,0
"310147",0,0,0,0,0,0,0,0,0,0,4.7223450031923e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307219",0,2.64210797943031e-06,1.43367325726263e-06,0,0,1.39093085265452e-06,0,6.44132755760962e-05,0,9.98133490373002e-06,0,0,0,0,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"108663",2.31460853604482e-06,0,0,6.47898767113436e-07,0,0,4.60942073409635e-06,0,0,0,0,8.21482085118688e-07,0,0,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"143501",2.31460853604482e-06,1.76140531962021e-06,0,0,0,0,0,0,0,0,0,8.21482085118688e-07,0,0,3.53088019546953e-06,0,0,0,0,0,0,0,0,0,0,0
"535045",0,8.80702659810103e-07,0,0,0,0,2.30471036704817e-06,0,4.9989952019644e-07,0,0,8.21482085118688e-07,2.56904743146638e-06,4.24235559339737e-07,4.11936022804778e-06,0,0,0,0,0,7.15041615422018e-06,0,0,0,0,0
"336794",0,2.64210797943031e-06,1.43367325726263e-06,0,0,1.39093085265452e-06,2.30471036704817e-06,0,0,0,9.44469000638461e-07,0,0,1.69694223735895e-06,2.94240016289127e-06,0,2.02844556835354e-06,0,0,4.05575856880392e-06,0,0,0,0,0,0
"228919",0,0,6.5948969834081e-05,0,0,0,2.53518140375299e-05,0,0,0,4.25011050287307e-06,9.85778502142425e-06,4.28174571911063e-06,8.48471118679473e-07,4.11936022804778e-06,0,0,0,0,0,3.57520807711009e-06,0,0,0,0,0
"308006",0,8.80702659810103e-07,1.43367325726263e-06,0,0,0,0,0,0,0,0,0,0,0,1.17696006515651e-06,0,0,0,0,0,0,0,0,0,0,0
"534649",4.62921707208964e-06,1.76140531962021e-06,0,6.47898767113436e-07,0,0,0,0,0,0,0,8.21482085118688e-07,1.11325388696876e-05,2.12117779669868e-06,1.76544009773476e-06,0,0,0,0,0,0,0,0,0,0,0
"141618",5.43933005970533e-05,0.000199038801117083,1.43367325726263e-06,6.47898767113436e-07,4.81585147143526e-07,1.39093085265452e-06,0.000391800762398189,8.05165944701203e-05,0,9.98133490373002e-06,2.92785390197923e-05,4.60029967666465e-05,0.000208092841948777,0.000262601811231297,0.000603780513425289,1.14583850552103e-05,0,0,0,1.01393964220098e-05,7.15041615422018e-06,0,0,2.46682733935404e-06,2.05957739531426e-06,0
"336177",0,0,0,0,0,0,2.30471036704817e-06,0,0,0,9.44469000638461e-07,1.64296417023738e-06,1.79833320202646e-05,2.33329557636855e-05,2.41276813357084e-05,3.81946168507011e-06,0,0,0,0,0,0,0,0,0,0
"553899",1.15730426802241e-06,0,0,0,0,0,0,0,4.9989952019644e-07,0,5.66681400383077e-06,0,0.000109612690409232,0.000106907360953614,0.000195963850848559,1.90973084253505e-06,0,0,0,0,0,0,1.65143084096638e-06,8.22275779784679e-07,0,0
"178053",1.15730426802241e-06,0,0,0,0,0,2.30471036704817e-06,0,0,0,0,0,0,2.96964891537816e-06,4.11936022804778e-06,0,6.76148522784515e-07,0,0,0,0,0,0,0,0,0
"98919",2.31460853604482e-05,1.76140531962021e-06,1.43367325726263e-06,0,0,0,0,0,0,0,0,0,0,0,5.88480032578255e-07,0,0,0,0,2.02787928440196e-06,0,0,0,0,0,0
"344070",0,0,0,0,0,0,0,0,0,0,0,8.21482085118688e-07,2.56904743146638e-06,2.12117779669868e-06,6.4732803583608e-06,0,0,0,0,0,0,0,0,0,0,0
"325021",0,0,0,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,1.69694223735895e-06,2.94240016289127e-06,0,0,0,0,0,0,0,0,0,0,0
"196465",0,0,0,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,1.27270667801921e-06,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"245670",3.47191280406723e-06,6.16491861867072e-06,0,0,0,0,4.14847866068671e-05,1.07355459293494e-05,0,0,2.31394905156423e-05,8.21482085118688e-06,0.000740742009406139,0.000985074968786869,0.000842114926619482,2.29167701104206e-05,2.02844556835354e-06,1.81515216420593e-06,0,2.02787928440196e-06,0,2.13341070502824e-06,2.47714626144958e-06,3.28910311913872e-06,0,0
"234236",1.15730426802241e-06,0,0,0,0,1.39093085265452e-06,0,0,0,0,4.7223450031923e-07,8.21482085118688e-07,2.7403172602308e-05,3.224190250982e-05,2.88355215963345e-05,0,0,6.05050721401975e-07,0,0,0,0,0,0,0,0
"341843",2.31460853604482e-06,3.52281063924041e-06,0,0,0,0,2.30471036704817e-06,0,0,9.98133490373002e-06,1.41670350095769e-06,2.21800162982046e-05,3.4253965752885e-06,3.81812003405763e-06,3.53088019546953e-06,0,6.76148522784515e-07,0,0,0,0,0,0,0,0,0
"339910",5.78652134011205e-06,2.64210797943031e-06,0.000240857107220122,0,0,0,0,0,0,0,0,3.28592834047475e-06,1.71269828764425e-06,1.27270667801921e-06,1.76544009773476e-06,0,0,0,0,0,0,0,0,0,0,9.27436445099008e-07
"571272",1.15730426802241e-06,1.76140531962021e-06,1.00357128008384e-05,0,0,0,0,0,0,0,0,0,0,0,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,9.27436445099008e-07
"104211",1.15730426802241e-06,2.64210797943031e-06,0,0,0,0,0,0,9.99799040392881e-07,0,1.88893800127692e-06,8.21482085118688e-07,4.28174571911063e-06,1.612095125491e-05,2.64816014660215e-05,0,0,6.05050721401975e-07,0,2.02787928440196e-06,0,1.06670535251412e-06,0,0,0,0
"579184",1.15730426802241e-06,0,0,0,0,0,0,0,0,0,0,6.5718566809495e-06,0,8.48471118679473e-07,1.76544009773476e-06,3.81946168507011e-06,0,6.05050721401975e-07,0,0,0,0,0,0,0,0
"556474",6.36517347412326e-05,5.02000516091759e-05,0.000127596919896374,0,0,1.39093085265452e-06,4.60942073409635e-06,5.36777296467469e-06,0,2.99440047111901e-05,2.50284285169192e-05,1.64296417023738e-06,1.28452371573319e-05,2.12117779669868e-05,3.2366401791804e-05,1.90973084253505e-06,6.76148522784515e-07,0,0,0,3.57520807711009e-06,0,0,8.22275779784679e-07,2.05957739531426e-06,9.27436445099008e-07
"220761",7.0595560349367e-05,6.25298888465173e-05,7.16836628631315e-06,0,0,0,0,0,0,0,1.88893800127692e-06,0,7.70714229439913e-06,3.81812003405763e-06,1.17696006515651e-05,0,0,0,0,0,0,0,0,0,0,0
"207373",1.27303469482465e-05,2.46596744746829e-05,4.30101977178789e-06,0,0,0,2.30471036704817e-06,0,0,9.98133490373002e-06,2.97507735201115e-05,3.28592834047475e-06,2.56904743146638e-06,5.09082671207684e-06,7.65024042351731e-06,0,0,0,0,2.02787928440196e-06,2.86016646168807e-05,0,0,0,1.02978869765713e-06,0
"147236",0,8.80702659810103e-07,0,0,0,0,0,0,0,0,4.7223450031923e-07,0,0,8.48471118679473e-07,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"551776",0,0,0,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"171974",0,0,0,0,9.63170294287052e-07,0,0,0,0,0,0,0,0,0,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"245525",1.15730426802241e-06,9.68772925791113e-06,1.43367325726263e-06,0,4.81585147143526e-07,0,0,0,0,0,9.44469000638461e-07,2.46444625535606e-06,9.41984058204339e-06,2.50298980010445e-05,4.41360024433691e-05,0,0,0,0,0,0,0,0,8.22275779784679e-07,0,0
"222171",0,0,0,0,0,0,0,0,0,0,0,0,0,1.27270667801921e-06,0,0,0,0,0,0,0,0,0,0,0,0
"100201",5.78652134011205e-06,0.000105684319177212,0.000709668262345002,0,0,1.80821010845088e-05,0.00011293080798536,0.000289859740092433,4.9989952019644e-07,0,1.88893800127692e-06,2.46444625535606e-06,1.3701586301154e-05,4.96355604427492e-05,6.2378883453295e-05,0,0,2.4202028856079e-06,3.40785169029444e-05,0,0,0,0,8.22275779784679e-07,1.02978869765713e-06,9.27436445099008e-07
"265840",1.15730426802241e-05,0.000205203719735754,2.86734651452526e-06,0,4.81585147143526e-07,1.39093085265452e-06,0,0,0,0,0,0,0,1.27270667801921e-06,0,0,0,0,0,0,0,0,0,0,1.02978869765713e-06,0
"106107",0,8.80702659810103e-07,0,0,0,0,0,0,0,0,1.88893800127692e-06,0,5.99444400675488e-06,0,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"526465",0,0,2.86734651452526e-06,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,0,0,0,0,0,0,0,0,0,0,0,0
"155215",0.000138876512162689,8.10246447025295e-05,1.43367325726263e-06,0,0,0,4.60942073409635e-06,1.07355459293494e-05,0,0,2.83340700191538e-06,3.28592834047475e-06,2.39777760270195e-05,2.46056624417047e-05,5.47286430297777e-05,9.54865421267526e-06,6.76148522784515e-07,6.05050721401975e-07,0,4.05575856880392e-06,0,0,0,8.22275779784679e-07,0,0
"239439",6.94382560813446e-06,8.80702659810103e-07,4.30101977178789e-06,0,0,0,2.30471036704817e-06,0,0,0,1.88893800127692e-06,0,1.62706337326204e-05,7.04231028503963e-05,9.0037444984473e-05,1.90973084253505e-06,0,0,0.000357824427480916,0.000409631615449196,0.000518405171180963,0,0,1.64455155956936e-06,2.05957739531426e-06,0
"106498",0,0,0,0,0,0,0,0,0,0,0,0,3.4253965752885e-06,3.81812003405763e-06,4.70784026062604e-06,1.90973084253505e-06,0,0,0,0,0,0,0,0,0,0
"137170",4.62921707208964e-06,7.92632393829093e-06,0,0,4.81585147143526e-07,0,0,0,4.9989952019644e-07,5.98880094223801e-05,5.9501547040223e-05,9.85778502142425e-06,6.25134874990152e-05,0.000130664552276639,0.000261873614497323,3.81946168507011e-06,0,0,0,0,0,0,0,0,1.02978869765713e-06,0
"107184",3.47191280406723e-06,1.76140531962021e-06,0,0,0,0,2.30471036704817e-06,0,0,0,2.36117250159615e-06,8.21482085118688e-07,3.4253965752885e-06,4.6665911527371e-06,6.4732803583608e-06,0,0,0,0,0,0,0,0,0,0,0
"536858",0,0,0,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,5.09082671207684e-06,1.76544009773476e-06,0,0,0,0,0,0,0,0,0,0,0
"200507",0,2.64210797943031e-06,1.43367325726263e-06,0,0,0,0,0,0,0,9.44469000638461e-07,4.92889251071213e-06,1.62706337326204e-05,3.8605435899916e-05,4.70784026062604e-05,1.90973084253505e-06,6.76148522784515e-07,2.11767752490691e-05,0,0,0,0,0,0,1.02978869765713e-06,0
"548543",0,0,0,0,0,0,0,0,0,0,0,0,0,2.96964891537816e-06,4.11936022804778e-06,0,0,0,0,0,0,0,0,0,0,0
"108155",1.27303469482465e-05,5.1080754268986e-05,1.57704058298889e-05,0,0,1.39093085265452e-06,1.15235518352409e-05,0,0,0,8.97245550606538e-06,6.5718566809495e-06,3.4253965752885e-06,6.78776894943579e-06,1.00041605538303e-05,0,6.76148522784515e-07,0,0,0,0,0,0,0,0,0
"108329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63030432841185e-06,0,0,0,0,0,0,0,0
"236435",0,8.80702659810103e-07,0,0,0,0,0,0,0,0,4.7223450031923e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369022",0,2.64210797943031e-06,0,0,0,0,0,0,0,0,1.88893800127692e-06,0,0,4.24235559339737e-07,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"6533",0,0,0,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,2.54541335603842e-06,2.35392013031302e-06,0,0,0,0,0,0,0,0,0,0,0
"43046",0,3.52281063924041e-06,0,0,0,0,0,0,0,0,4.7223450031923e-07,2.46444625535606e-06,7.62150738001692e-05,0.000100968063122857,0.000194198410750824,3.81946168507011e-06,2.02844556835354e-06,0,0,0,0,0,0,8.22275779784679e-07,0,0
"235493",0,0,0,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,2.12117779669868e-06,4.11936022804778e-06,0,0,0,0,0,0,0,0,8.22275779784679e-07,0,0
"551095",0,8.80702659810103e-07,1.43367325726263e-06,0,0,0,2.30471036704817e-06,0,0,0,9.44469000638461e-07,1.64296417023738e-06,0,4.24235559339737e-07,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"100071",0,0,0,0,0,0,0,0,0,9.98133490373002e-06,9.44469000638461e-07,0,8.56349143822126e-07,1.27270667801921e-06,2.35392013031302e-06,0,0,0,0,0,0,0,0,0,0,0
"330599",0,0,0,0,0,0,0,0,0,0,9.44469000638461e-07,0,1.71269828764425e-06,1.27270667801921e-06,0,0,0,0,0,0,0,0,0,0,0,0
"323221",0,5.28421595886062e-06,1.43367325726263e-06,0,0,0,0,0,1.49969856058932e-06,3.99253396149201e-05,0.000163865371610773,7.47548697458006e-05,5.56626943484382e-05,6.74534539350181e-05,0.000196552330881137,5.72919252760516e-06,0,0,0,0,0,1.06670535251412e-06,8.25715420483192e-07,0,0,0
"224877",0,8.80702659810103e-07,0,0,0,0,2.30471036704817e-06,0,0,0,0,0,0,0,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"551631",0,6.16491861867072e-06,2.86734651452526e-06,0,0,0,0,0,0,9.98133490373002e-06,1.88893800127692e-06,6.5718566809495e-06,9.41984058204339e-06,1.27270667801921e-05,1.76544009773476e-05,5.72919252760516e-06,0,6.05050721401975e-07,0,0,0,0,0,0,0,0
"156758",0,0,1.43367325726263e-06,0,0,0,6.91413110114452e-06,0,0,0,2.17227870146846e-05,1.64296417023738e-06,0,4.24235559339737e-07,5.88480032578255e-07,0,2.02844556835354e-06,0,0,0,0,0,0,0,0,0
"150027",0,0,0,6.47898767113436e-07,0,0,0,0,0,0,4.7223450031923e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6749",0,2.64210797943031e-06,0,0,0,0,0,0,0,0,4.7223450031923e-07,2.46444625535606e-06,7.96404703754577e-05,0.000148906681328248,0.000256577294204119,5.72919252760516e-06,6.76148522784515e-07,0,0,0,0,0,0,8.22275779784679e-07,0,0
"163176",1.15730426802241e-05,6.42912941661375e-05,0.000143367325726263,0,0,0,2.30471036704817e-06,5.36777296467469e-06,9.99799040392881e-07,0,9.44469000638461e-07,2.13585342130859e-05,2.22650777393753e-05,6.36353339009605e-06,3.11894417266475e-05,0,0,0,1.70392584514722e-05,0,0,0,0,8.22275779784679e-07,0,0
"567753",9.25843414417928e-06,5.46035649082264e-05,0,0,0,0,4.60942073409635e-06,0,9.99799040392881e-07,0,3.77787600255384e-06,7.22904234904445e-05,0.000121601578422742,0.00020999660187317,0.000441948504466269,3.81946168507011e-06,2.02844556835354e-06,0,0,2.02787928440196e-06,0,0,0,0,1.02978869765713e-06,0
"169725",0.000141191120698734,6.16491861867072e-06,1.43367325726263e-06,0,0,1.39093085265452e-06,5.07036280750598e-05,2.14710918586987e-05,0,0,0,6.5718566809495e-06,0,8.48471118679473e-07,1.17696006515651e-06,0,0,0,0.000170392584514722,0.000156146704898951,1.78760403855504e-05,0,0,0,0,0
"190625",0,8.80702659810103e-06,1.43367325726263e-06,0,0,0,2.30471036704817e-06,0,0,0,0,8.21482085118688e-07,1.71269828764425e-06,0,1.17696006515651e-06,0,0,0,0,0,0,0,0,8.22275779784679e-07,0,0
"333442",2.31460853604482e-06,8.80702659810103e-07,4.30101977178789e-06,0,0,0,0,0,4.9989952019644e-07,0,4.7223450031923e-07,8.21482085118688e-07,3.4253965752885e-06,9.33318230547421e-06,1.58889608796129e-05,1.90973084253505e-06,0,0,0,2.02787928440196e-06,7.15041615422018e-06,0,0,8.22275779784679e-07,0,0
"277656",4.62921707208964e-06,6.16491861867072e-06,1.86377523444142e-05,0,0,0,0,0,9.99799040392881e-07,0,0,0,0,0,5.88480032578255e-07,1.52778467402804e-05,2.02844556835354e-06,3.81181954483244e-05,0,0,0,0,0,0,0,0
"202891",0,0,0,0,0,0,0,0,0,0,0,1.64296417023738e-06,8.56349143822126e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
"77638",1.15730426802241e-06,0,0,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,3.39388447471789e-06,4.11936022804778e-06,0,0,0,0,0,0,0,0,0,0,0
"143225",0,0,0,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
"201491",1.15730426802241e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88480032578255e-07,1.90973084253505e-06,0,0,0,0,0,0,0,0,0,0
"147910",0,8.80702659810103e-07,0,0,0,0,2.30471036704817e-06,0,0,0,9.44469000638461e-07,1.64296417023738e-06,3.08285691775965e-05,8.90894674613447e-05,0.000227153292575206,5.72919252760516e-06,6.76148522784515e-07,0,0,0,3.57520807711009e-06,0,0,8.22275779784679e-07,1.02978869765713e-06,0
"356823",1.50449554842913e-05,0.000112729940455693,2.00714256016768e-05,0,0,1.94730319371633e-05,1.3828262202289e-05,0,4.9989952019644e-07,0,3.35286495226654e-05,2.71089088089167e-05,0.000102761897258655,7.93320495965308e-05,0.000100041605538303,0,0,0,0,0,0,0,1.65143084096638e-06,0,0,0
